test accuracy,recall,precision,trainingset_size,type,method,seed,percentage_spray
79.65714285714286,0.3524355300859599,0.9156327543424317,1200,active learning,uncertainty_monte_carlo,9,0.2833333333333333
84.28571428571429,0.5711556829035339,0.8555078683834049,2400,active learning,uncertainty_monte_carlo,9,0.4575
85.54285714285714,0.6590257879656161,0.8224076281287247,3600,active learning,uncertainty_monte_carlo,9,0.4552777777777778
86.22857142857143,0.6456542502387774,0.8589580686149937,4800,active learning,uncertainty_monte_carlo,9,0.396875
86.17142857142858,0.6561604584527221,0.8471023427866831,6000,active learning,uncertainty_monte_carlo,9,0.38416666666666666
87.14285714285714,0.6427889207258835,0.8985313751668892,7200,active learning,uncertainty_monte_carlo,9,0.3819444444444444
87.31428571428572,0.6580706781279847,0.8890322580645161,8400,active learning,uncertainty_monte_carlo,9,0.3825
88.31428571428572,0.711556829035339,0.8744131455399061,9600,active learning,uncertainty_monte_carlo,9,0.36052083333333335
87.8,0.7000955109837631,0.8664302600472813,10800,active learning,uncertainty_monte_carlo,9,0.3387962962962963
87.88571428571429,0.6657115568290354,0.9040207522697795,12000,active learning,uncertainty_monte_carlo,9,0.31575
79.65714285714286,0.3524355300859599,0.9156327543424317,1200,active learning,random,9,0.2833333333333333
81.97142857142858,0.42024832855778416,0.9482758620689655,2400,active learning,random,9,0.29083333333333333
84.31428571428572,0.5902578796561605,0.8373983739837398,3600,active learning,random,9,0.3
85.05714285714285,0.5682903533906399,0.8933933933933934,4800,active learning,random,9,0.3
85.77142857142857,0.6170009551098377,0.8694481830417228,6000,active learning,random,9,0.3035
86.42857142857143,0.6542502387774594,0.8583959899749374,7200,active learning,random,9,0.29986111111111113
87.08571428571429,0.6475644699140402,0.8909329829172142,8400,active learning,random,9,0.30023809523809525
87.0,0.6389684813753582,0.8967828418230563,9600,active learning,random,9,0.2971875
87.88571428571429,0.673352435530086,0.8958068614993647,10800,active learning,random,9,0.29638888888888887
87.6,0.6981852913085005,0.8610129564193169,12000,active learning,random,9,0.2965
